id,rule,group,key,title,issuer,evidence,suggestion,needs_judgment,initiated
F0166,issuer_family_mixed,,Firefighter 2,Firefighter 2,California State Fire Training (SFT),level family 'Firefighter' spans issuers: California State Fire Training (SFT) | National Fire Protection Association (NFPA),verify: same program family should share one issuer (or these are genuinely different credentials),True,False
F0167,issuer_family_mixed,,Firefighter I,Firefighter I,National Fire Protection Association (NFPA),level family 'Firefighter' spans issuers: California State Fire Training (SFT) | National Fire Protection Association (NFPA),verify: same program family should share one issuer (or these are genuinely different credentials),True,False
F0168,issuer_family_mixed,,Firefighter II,Firefighter II,National Fire Protection Association (NFPA),level family 'Firefighter' spans issuers: California State Fire Training (SFT) | National Fire Protection Association (NFPA),verify: same program family should share one issuer (or these are genuinely different credentials),True,False
F0169,style_nits,,CAL-OSHA 30-Hour Construction Industry Training for Electrical & Electronics Technology,CAL-OSHA 30-Hour Construction Industry Training for Electrical & Electronics Technology,California Community Colleges,embedded course-code token OSHA 30,normalize per C5,False,True
F0170,style_nits,,Carpenters Training Committee for Northern California Apprenticeship — CARP 707,Carpenters Training Committee for Northern California Apprenticeship — CARP 707,Carpenters Training Committee for Northern California (CTCNC),embedded course-code token CARP 707,normalize per C5,False,False
F0171,style_nits,,Carpenters Training Committee for Northern California Apprenticeship — CARP 710,Carpenters Training Committee for Northern California Apprenticeship — CARP 710,Carpenters Training Committee for Northern California (CTCNC),embedded course-code token CARP 710,normalize per C5,False,False
F0172,style_nits,,Carpenters Training Committee for Northern California Apprenticeship — CARP 713,Carpenters Training Committee for Northern California Apprenticeship — CARP 713,Carpenters Training Committee for Northern California (CTCNC),embedded course-code token CARP 713,normalize per C5,False,False
F0173,style_nits,,Center for Financial Training (CFT) — Human Relations (CFTA-0009),Center for Financial Training (CFT) — Human Relations (CFTA-0009),Center for Financial Training (CFT),embedded course-code token CFTA-0009,normalize per C5,False,False
F0174,style_nits,,Center for Financial Training (CFT) — Human Resources Management (CFTA-0025),Center for Financial Training (CFT) — Human Resources Management (CFTA-0025),Center for Financial Training (CFT),embedded course-code token CFTA-0025,normalize per C5,False,False
F0175,style_nits,,Center for Financial Training (CFT) — Management (CFTA-0019),Center for Financial Training (CFT) — Management (CFTA-0019),Center for Financial Training (CFT),embedded course-code token CFTA-0019,normalize per C5,False,False
F0176,style_nits,,Center for Financial Training (CFT) — Marketing (CFTA-0012),Center for Financial Training (CFT) — Marketing (CFTA-0012),Center for Financial Training (CFT),embedded course-code token CFTA-0012,normalize per C5,False,False
F0177,style_nits,,Center for Financial Training (CFT) — Supervision (CFTA-0015),Center for Financial Training (CFT) — Supervision (CFTA-0015),Center for Financial Training (CFT),embedded course-code token CFTA-0015,normalize per C5,False,False
F0178,style_nits,,ESL 108C,ESL 108C,California Community Colleges,embedded course-code token ESL 108C,normalize per C5,False,True
F0179,style_nits,,FEMA IS-200 Basic Incident Command System (ICS),FEMA IS-200 Basic Incident Command System (ICS),Federal Emergency Management Agency (FEMA),embedded course-code token IS-200,normalize per C5,False,False
F0180,style_nits,,FEMA IS-200 — Incident Command System for Single Resources and Initial Action Incidents,FEMA IS-200 — Incident Command System for Single Resources and Initial Action Incidents,Federal Emergency Management Agency (FEMA),embedded course-code token IS-200,normalize per C5,False,False
F0181,style_nits,,IBEW/NECA Electrical Apprenticeship — ELECT 110,IBEW/NECA Electrical Apprenticeship — ELECT 110,International Brotherhood of Electrical Workers (IBEW),embedded course-code token ELECT 110,normalize per C5,False,False
F0182,style_nits,,IBEW/NECA Electrical Apprenticeship — ELECT 111,IBEW/NECA Electrical Apprenticeship — ELECT 111,International Brotherhood of Electrical Workers (IBEW),embedded course-code token ELECT 111,normalize per C5,False,False
F0183,style_nits,,IBEW/NECA Electrical Apprenticeship — ELECT 120,IBEW/NECA Electrical Apprenticeship — ELECT 120,International Brotherhood of Electrical Workers (IBEW),embedded course-code token ELECT 120,normalize per C5,False,False
F0184,style_nits,,IBEW/NECA Electrical Apprenticeship — ELECT 121,IBEW/NECA Electrical Apprenticeship — ELECT 121,International Brotherhood of Electrical Workers (IBEW),embedded course-code token ELECT 121,normalize per C5,False,False
F0185,style_nits,,IBEW/NECA Electrical Apprenticeship — ELECT 130,IBEW/NECA Electrical Apprenticeship — ELECT 130,International Brotherhood of Electrical Workers (IBEW),embedded course-code token ELECT 130,normalize per C5,False,False
F0186,style_nits,,IBEW/NECA Electrical Apprenticeship — ELECT 131,IBEW/NECA Electrical Apprenticeship — ELECT 131,International Brotherhood of Electrical Workers (IBEW),embedded course-code token ELECT 131,normalize per C5,False,False
F0187,style_nits,,IBEW/NECA Electrical Apprenticeship — ELECT 140,IBEW/NECA Electrical Apprenticeship — ELECT 140,International Brotherhood of Electrical Workers (IBEW),embedded course-code token ELECT 140,normalize per C5,False,False
F0188,style_nits,,IBEW/NECA Electrical Apprenticeship — ELECT 141,IBEW/NECA Electrical Apprenticeship — ELECT 141,International Brotherhood of Electrical Workers (IBEW),embedded course-code token ELECT 141,normalize per C5,False,False
F0189,style_nits,,IBEW/NECA Electrical Apprenticeship — ELECT 150,IBEW/NECA Electrical Apprenticeship — ELECT 150,International Brotherhood of Electrical Workers (IBEW),embedded course-code token ELECT 150,normalize per C5,False,False
F0190,style_nits,,IBEW/NECA Electrical Apprenticeship — ELECT 151,IBEW/NECA Electrical Apprenticeship — ELECT 151,International Brotherhood of Electrical Workers (IBEW),embedded course-code token ELECT 151,normalize per C5,False,False
F0191,style_nits,,ICS 300 — Intermediate Incident Command System,ICS 300 — Intermediate Incident Command System,Federal Emergency Management Agency (FEMA),embedded course-code token ICS 300,normalize per C5,False,False
F0192,style_nits,,ICS 400 — Advanced Incident Command System,ICS 400 — Advanced Incident Command System,Federal Emergency Management Agency (FEMA),embedded course-code token ICS 400,normalize per C5,False,False
F0193,style_nits,,ICS-200,ICS-200,Federal Emergency Management Agency (FEMA),embedded course-code token ICS-200,normalize per C5,False,False
F0194,style_nits,,ICS-400 Advanced ICS,ICS-400 Advanced ICS,Federal Emergency Management Agency (FEMA),embedded course-code token ICS-400,normalize per C5,False,False
F0195,style_nits,,McDonald's MCD-0051 Business Leadership Practices,McDonald's MCD-0051 Business Leadership Practices,McDonald's Corporation,embedded course-code token MCD-0051,normalize per C5,False,False
F0196,style_nits,,McDonald's MCD-0056 Business Management,McDonald's MCD-0056 Business Management,McDonald's Corporation,embedded course-code token MCD-0056,normalize per C5,False,False
F0197,style_nits,,McDonald's MCD-0057 Operations Supervisor MDP,McDonald's MCD-0057 Operations Supervisor MDP,McDonald's Corporation,embedded course-code token MCD-0057,normalize per C5,False,False
F0198,style_nits,,McDonald's MCD-0069 General Manager Business Leader Capstone,McDonald's MCD-0069 General Manager Business Leader Capstone,McDonald's Corporation,embedded course-code token MCD-0069,normalize per C5,False,False
F0199,style_nits,,McDonald's MCD-0072 Mid-Management Development Advanced Curriculum,McDonald's MCD-0072 Mid-Management Development Advanced Curriculum,McDonald's Corporation,embedded course-code token MCD-0072,normalize per C5,False,False
F0200,style_nits,,McDonald's MCD-0074 Mid-Management Foundations Curriculum,McDonald's MCD-0074 Mid-Management Foundations Curriculum,McDonald's Corporation,embedded course-code token MCD-0074,normalize per C5,False,False
F0201,style_nits,,Microsoft Certified: Azure Administrator Associate (AZ-104),Microsoft Certified: Azure Administrator Associate (AZ-104),Microsoft,embedded course-code token AZ-104,normalize per C5,False,False
F0202,style_nits,,Microsoft Certified: Azure AI Fundamentals (AI-900),Microsoft Certified: Azure AI Fundamentals (AI-900),Microsoft,embedded course-code token AI-900,normalize per C5,False,False
F0203,style_nits,,Microsoft Certified: Azure Fundamentals (AZ-900),Microsoft Certified: Azure Fundamentals (AZ-900),Microsoft,embedded course-code token AZ-900,normalize per C5,False,False
F0204,style_nits,,Microsoft Certified: Endpoint Administrator Associate (MD-102),Microsoft Certified: Endpoint Administrator Associate (MD-102),Microsoft,embedded course-code token MD-102,normalize per C5,False,False
F0205,style_nits,,NWCG Wildland Fire Certifications (S-110 / IS-700 / IS-800 / P-101 / FI-110 / ICS-300 bundle),NWCG Wildland Fire Certifications (S-110 / IS-700 / IS-800 / P-101 / FI-110 / ICS-300 bundle),National Wildfire Coordinating Group (NWCG),embedded course-code token IS-700,normalize per C5,False,False
F0206,style_nits,,NWCG Wildland Fire Certifications (S-190 / S-290 / ICS-100 / ICS-700 bundle),NWCG Wildland Fire Certifications (S-190 / S-290 / ICS-100 / ICS-700 bundle),National Wildfire Coordinating Group (NWCG),embedded course-code token ICS-100,normalize per C5,False,False
F0207,style_nits,,OSHA 030 — Construction Industry Outreach (30-hour),OSHA 030 — Construction Industry Outreach (30-hour),U.S. Occupational Safety and Health Administration (OSHA),embedded course-code token OSHA 030,normalize per C5,False,False
F0208,style_nits,,OSHA 035 — General Industry Outreach (30-hour),OSHA 035 — General Industry Outreach (30-hour),U.S. Occupational Safety and Health Administration (OSHA),embedded course-code token OSHA 035,normalize per C5,False,False
F0209,style_nits,,OSHA 10 Card,OSHA 10 Card,U.S. Department of Labor,embedded course-code token OSHA 10,normalize per C5,False,False
F0210,style_nits,,OSHA 10 — Outreach (10-hour),OSHA 10 — Outreach (10-hour),U.S. Occupational Safety and Health Administration (OSHA),embedded course-code token OSHA 10,normalize per C5,False,False
F0211,style_nits,,OSHA 10-hour Construction Training Course,OSHA 10-hour Construction Training Course,Carpenters Training Committee for Northern California (CTCNC),embedded course-code token OSHA 10,normalize per C5,False,False
F0212,style_nits,,OSHA 30 Card,OSHA 30 Card,U.S. Department of Labor,embedded course-code token OSHA 30,normalize per C5,False,False
F0213,style_nits,,OSHA 30 — General Industry,OSHA 30 — General Industry,U.S. Occupational Safety and Health Administration (OSHA),embedded course-code token OSHA 30,normalize per C5,False,False
F0214,style_nits,,OSHA 30 — Outreach (30-hour),OSHA 30 — Outreach (30-hour),U.S. Occupational Safety and Health Administration (OSHA),embedded course-code token OSHA 30,normalize per C5,False,False
F0215,style_nits,,PC 832 Arrest and Firearms Training,PC 832 Arrest and Firearms Training,California Commission on Peace Officer Standards and Training (POST),embedded course-code token PC 832,normalize per C5,False,False
F0216,style_nits,,Swiftwater & Flood Rescue Operations (NFPA 1670),Swiftwater & Flood Rescue Operations (NFPA 1670),National Fire Protection Association (NFPA),embedded course-code token NFPA 1670,normalize per C5,False,False
F0217,style_nits,,UA Local 342 Plumbers/Pipefitters Apprenticeship — SHME 100,UA Local 342 Plumbers/Pipefitters Apprenticeship — SHME 100,United Association (UA) Local 342,embedded course-code token SHME 100,normalize per C5,False,False
F0218,style_nits,,UA Local 342 Plumbers/Pipefitters Apprenticeship — SHME 101,UA Local 342 Plumbers/Pipefitters Apprenticeship — SHME 101,United Association (UA) Local 342,embedded course-code token SHME 101,normalize per C5,False,False
F0219,style_nits,,UA Local 342 Plumbers/Pipefitters Apprenticeship — SHME 110,UA Local 342 Plumbers/Pipefitters Apprenticeship — SHME 110,United Association (UA) Local 342,embedded course-code token SHME 110,normalize per C5,False,False
F0220,style_nits,,UA Local 342 Plumbers/Pipefitters Apprenticeship — SHME 111,UA Local 342 Plumbers/Pipefitters Apprenticeship — SHME 111,United Association (UA) Local 342,embedded course-code token SHME 111,normalize per C5,False,False
F0221,style_nits,,UA Local 342 Plumbers/Pipefitters Apprenticeship — SHME 120,UA Local 342 Plumbers/Pipefitters Apprenticeship — SHME 120,United Association (UA) Local 342,embedded course-code token SHME 120,normalize per C5,False,False
F0222,style_nits,,UA Local 342 Plumbers/Pipefitters Apprenticeship — SHME 121,UA Local 342 Plumbers/Pipefitters Apprenticeship — SHME 121,United Association (UA) Local 342,embedded course-code token SHME 121,normalize per C5,False,False
F0223,style_nits,,UA Local 342 Plumbers/Pipefitters Apprenticeship — SHME 130,UA Local 342 Plumbers/Pipefitters Apprenticeship — SHME 130,United Association (UA) Local 342,embedded course-code token SHME 130,normalize per C5,False,False
F0224,style_nits,,UA Local 342 Plumbers/Pipefitters Apprenticeship — SHME 131,UA Local 342 Plumbers/Pipefitters Apprenticeship — SHME 131,United Association (UA) Local 342,embedded course-code token SHME 131,normalize per C5,False,False
F0225,style_nits,,UA Local 342 Plumbers/Pipefitters Apprenticeship — SHME 140,UA Local 342 Plumbers/Pipefitters Apprenticeship — SHME 140,United Association (UA) Local 342,embedded course-code token SHME 140,normalize per C5,False,False
F0226,style_nits,,UA Local 342 Plumbers/Pipefitters Apprenticeship — SHME 141,UA Local 342 Plumbers/Pipefitters Apprenticeship — SHME 141,United Association (UA) Local 342,embedded course-code token SHME 141,normalize per C5,False,False
F0227,style_nits,,UA Local 342 Plumbers/Pipefitters Apprenticeship — SHME 150,UA Local 342 Plumbers/Pipefitters Apprenticeship — SHME 150,United Association (UA) Local 342,embedded course-code token SHME 150,normalize per C5,False,False
F0228,style_nits,,UA Local 342 Plumbers/Pipefitters Apprenticeship — SHME 151,UA Local 342 Plumbers/Pipefitters Apprenticeship — SHME 151,United Association (UA) Local 342,embedded course-code token SHME 151,normalize per C5,False,False
F0229,style_nits,,UA Local 342 Plumbers/Pipefitters Apprenticeship — SMTEC 100,UA Local 342 Plumbers/Pipefitters Apprenticeship — SMTEC 100,United Association (UA) Local 342,embedded course-code token SMTEC 100,normalize per C5,False,False
F0230,style_nits,,UA Local 342 Plumbers/Pipefitters Apprenticeship — SMTEC 101,UA Local 342 Plumbers/Pipefitters Apprenticeship — SMTEC 101,United Association (UA) Local 342,embedded course-code token SMTEC 101,normalize per C5,False,False
F0231,style_nits,,UA Local 342 Plumbers/Pipefitters Apprenticeship — SMTEC 110,UA Local 342 Plumbers/Pipefitters Apprenticeship — SMTEC 110,United Association (UA) Local 342,embedded course-code token SMTEC 110,normalize per C5,False,False
F0232,style_nits,,UA Local 342 Plumbers/Pipefitters Apprenticeship — SMTEC 111,UA Local 342 Plumbers/Pipefitters Apprenticeship — SMTEC 111,United Association (UA) Local 342,embedded course-code token SMTEC 111,normalize per C5,False,False
F0233,style_nits,,UA Local 342 Plumbers/Pipefitters Apprenticeship — SMTEC 120,UA Local 342 Plumbers/Pipefitters Apprenticeship — SMTEC 120,United Association (UA) Local 342,embedded course-code token SMTEC 120,normalize per C5,False,False
F0234,style_nits,,UA Local 342 Plumbers/Pipefitters Apprenticeship — SMTEC 121,UA Local 342 Plumbers/Pipefitters Apprenticeship — SMTEC 121,United Association (UA) Local 342,embedded course-code token SMTEC 121,normalize per C5,False,False
F0235,style_nits,,UA Local 342 Plumbers/Pipefitters Apprenticeship — SMTEC 130,UA Local 342 Plumbers/Pipefitters Apprenticeship — SMTEC 130,United Association (UA) Local 342,embedded course-code token SMTEC 130,normalize per C5,False,False
F0236,style_nits,,UA Local 342 Plumbers/Pipefitters Apprenticeship — SMTEC 131,UA Local 342 Plumbers/Pipefitters Apprenticeship — SMTEC 131,United Association (UA) Local 342,embedded course-code token SMTEC 131,normalize per C5,False,False
F0237,style_nits,,UA Local 342 Plumbers/Pipefitters Apprenticeship — SMTEC 140,UA Local 342 Plumbers/Pipefitters Apprenticeship — SMTEC 140,United Association (UA) Local 342,embedded course-code token SMTEC 140,normalize per C5,False,False
F0238,style_nits,,UA Local 342 Plumbers/Pipefitters Apprenticeship — SMTEC 141,UA Local 342 Plumbers/Pipefitters Apprenticeship — SMTEC 141,United Association (UA) Local 342,embedded course-code token SMTEC 141,normalize per C5,False,False
F0239,style_nits,,"Wildland Fire Certifications (C-190, C-290, ICS-100, ICS-700)","Wildland Fire Certifications (C-190, C-290, ICS-100, ICS-700)",California State Fire Training (SFT),embedded course-code token ICS-100,normalize per C5,False,False
