College_name_long,CB_COLLEGE_ID,CB_TERM_ID,CB_COURSE_ID,CB_CONTROL_NUMBER,CB_TITLE,CB_TOP_CODE,CB_CREDIT_STATUS,CB_TRANSFER_STATUS,CB_UNITS_MAXIMUM,CB_UNITS_MINIMUM,CB_BASIC_SKILLS_STATUS,CB_SAM_CODE,CB_COOP_ED_STATUS,CB_CLASSIFICATION_CODE,CB_SPECIAL_CLASS_STATUS,CB_PRIOR_TO_COLLEGE,CB_NONCREDIT_CATEGORY,CB_FUNDING_CATEGORY,CB_CRCC_ID,CB_PROGRAM_STATUS,CB_GENERAL_EDUCATION_STATUS,CB_SUPPORT_COURSE_STATUS,CB_UPPDER_DIVISION_STATUS
SANTA ROSA JUNIOR COLLEGE,261,257,COMM52A     ,CCC000624038,Forensics and Public Performance                                    ,150600,D,B,3,1,N,E,N,Y,N,Y,Y,Y,COMM52A     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,COMM52B     ,CCC000530972,Intercollegiate Speech and Debate                                   ,150600,D,B,6,6,N,E,N,Y,N,Y,Y,Y,COMM52B     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,COMM6       ,CCC000245476,Interpersonal Communication                                         ,150600,D,A,3,3,N,E,N,Y,N,Y,Y,Y,COMM6       ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,COMM7       ,CCC000234850,Intercultural Communication                                         ,150600,D,A,3,3,N,E,N,Y,N,Y,Y,Y,COMM7       ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,COMM9       ,CCC000144396,Critical Thinking and Argumentation                                 ,150600,D,A,3,3,N,E,N,Y,N,Y,Y,Y,COMM9       ,1,A,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,COMM98      ,CCC000257167,Independent Study in Communication Studies                          ,060100,D,B,3,1,N,E,N,Y,N,Y,Y,Y,COMM98      ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,COMMC1000   ,CCC000123320,Introduction to Public Speaking                                     ,150600,D,A,3,3,N,E,N,Y,N,Y,Y,Y,COMMC1000   ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CONS101     ,CCC000629286,Introduction to the Construction Industry                           ,095700,D,C,3,3,N,C,N,Y,N,Y,Y,Y,CONS101     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CONS102     ,CCC000629287,Construction Practice and Technologies                              ,095700,D,C,3,3,N,C,N,Y,N,Y,Y,Y,CONS102     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CONS103     ,CCC000639770,"Construction Materials, Methods and Equipment                       ",095700,D,C,3,3,N,C,N,Y,N,Y,Y,Y,CONS103     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CONS104     ,CCC000629285,Construction Management and Scheduling                              ,095700,D,C,3,3,N,C,N,Y,N,Y,Y,Y,CONS104     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CONS105     ,CCC000629288,Construction Contract Documents                                     ,095700,D,C,3,3,N,C,N,Y,N,Y,Y,Y,CONS105     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CONS106     ,CCC000629289,Construction Estimating and Bidding                                 ,095700,D,C,3,3,N,C,N,Y,N,Y,Y,Y,CONS106     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CONS98      ,CCC000284822,Independent Study in Construction Management                        ,095700,D,B,3,1,N,C,N,Y,N,Y,Y,Y,CONS98      ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,COUN10      ,CCC000439180,Student Success-The First Year Experience                           ,493010,D,A,3,3,N,E,N,Y,N,Y,Y,Y,COUN10      ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,COUN162.1   ,CCC000517148,Career Assessment and Research                                      ,493010,D,C,1,1,N,E,N,Y,N,Y,Y,Y,COUN162.1   ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,COUN20      ,CCC000439187,Sex and Gender                                                      ,493010,D,A,3,3,N,E,N,Y,N,Y,Y,Y,COUN20      ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,COUN270     ,CCC000511216,Introduction to College                                             ,493010,D,C,0.5,0.5,N,E,N,Y,N,Y,Y,Y,COUN270     ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,COUN53      ,CCC000517174,Strategies for College Success                                      ,493010,D,B,3,3,N,E,N,Y,N,Y,Y,Y,COUN53      ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,COUN6       ,CCC000593559,Introduction to Career Development                                  ,493010,D,A,3,3,N,E,N,Y,N,Y,Y,Y,COUN6       ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,COUN60      ,CCC000166924,Effective Study Workshop                                            ,493010,D,B,1,1,N,E,N,Y,N,Y,Y,Y,COUN60      ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,COUN7       ,CCC000211622,Identity and Cultural Diversity                                     ,493010,D,A,3,3,N,E,N,Y,N,Y,Y,Y,COUN7       ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,COUN80      ,CCC000280917,Understanding the Transfer Process                                  ,493010,D,B,1,1,N,E,N,Y,N,Y,Y,Y,COUN80      ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,COUN98      ,CCC000215214,Independent Study in Counseling                                     ,493010,D,B,3,1,N,E,N,Y,N,Y,Y,Y,COUN98      ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS10A       ,CCC000589429,Introduction to Programming Concepts and Methodologies              ,070600,D,A,4,4,N,E,N,Y,N,Y,Y,Y,CS10A       ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS10B       ,CCC000584212,Programming Concepts and Methodologies 1                            ,070600,D,A,4,4,N,E,N,Y,N,Y,Y,Y,CS10B       ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS10C       ,CCC000589430,Programming Concepts and Methodologies 2                            ,070600,D,A,4,4,N,E,N,Y,N,Y,Y,Y,CS10C       ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS110A      ,CCC000546734,Coding for Beginners                                                ,070710,D,C,1.5,1.5,N,C,N,Y,N,Y,Y,Y,CS110A      ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS12        ,CCC000212206,Assembly Language Programming/Computer Architecture                 ,070600,D,A,4,4,N,E,N,Y,N,Y,Y,Y,CS12        ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS167.1     ,CCC000577296,Microsoft Outlook                                                   ,051400,D,C,0.5,0.5,N,C,N,Y,N,Y,Y,Y,CS167.1     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS17.11     ,CCC000147324,Java Programming                                                    ,070710,D,A,3,3,N,C,N,Y,N,Y,Y,Y,CS17.11     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS176.2     ,CCC000597344,Applied Drone Projects                                              ,061460,D,C,3,3,N,C,N,Y,N,Y,Y,Y,CS176.2     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS180.3     ,CCC000622944,Introduction to Virtualization and Cloud Computing                  ,070800,D,C,3,3,N,C,N,Y,N,Y,Y,Y,CS180.3     ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS181.2     ,CCC000629912,Linux Administration 1                                              ,070800,D,C,3,3,N,C,N,Y,N,Y,Y,Y,CS181.2     ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS181.3     ,CCC000629913,Linux Administration 2                                              ,070800,D,C,3,3,N,C,N,Y,N,Y,Y,Y,CS181.3     ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS40        ,CCC000599192,History of Games                                                    ,061420,D,A,3,3,N,C,N,Y,N,Y,Y,Y,CS40        ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS41        ,CCC000599193,Game Design                                                         ,061420,D,A,4,4,N,C,N,Y,N,Y,Y,Y,CS41        ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS42        ,CCC000599194,Introduction to Game Coding                                         ,061420,D,A,4,4,N,C,N,Y,N,Y,Y,Y,CS42        ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS49        ,CCC000040700,Independent Study in Computer Studies                               ,070100,D,A,3,1,N,C,N,Y,N,Y,Y,Y,CS49        ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS5         ,CCC000577294,Computer Literacy                                                   ,070100,D,A,3,3,N,C,N,Y,N,Y,Y,Y,CS5         ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS50.33     ,CCC000624645,Web Projects                                                        ,061430,D,B,4,4,N,C,N,Y,N,Y,Y,Y,CS50.33     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS50A       ,CCC000555684,Web Development 1                                                   ,061430,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS50A       ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS50B       ,CCC000577293,Web Development 2                                                   ,061430,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS50B       ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS50C       ,CCC000526380,Web Development 3 - JavaScript                                      ,061430,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS50C       ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS55.13     ,CCC000588101,Server-Side Web Development                                         ,061430,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS55.13     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS55.14     ,CCC000613182,Mobile Hybrid Application and Interaction Design                    ,070710,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS55.14     ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS57.11     ,CCC000544967,"Social Media, the Internet, and Society                             ",070200,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS57.11     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS57.12     ,CCC000638029,Applied Social Media                                                ,070200,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS57.12     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS60.1A     ,CCC000577292,"Microsoft Word, Part 1                                              ",051400,D,B,1.5,1.5,N,C,N,Y,N,Y,Y,Y,CS60.1A     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS60.1B     ,CCC000158033,"Microsoft Word, Part 2                                              ",051400,D,B,1.5,1.5,N,C,N,Y,N,Y,Y,Y,CS60.1B     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS61.1A     ,CCC000034723,"Microsoft Excel, Part 1                                             ",051400,D,B,1.5,1.5,N,C,N,Y,N,Y,Y,Y,CS61.1A     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS61.1B     ,CCC000168997,"Microsoft Excel, Part 2                                             ",051400,D,B,1.5,1.5,N,C,N,Y,N,Y,Y,Y,CS61.1B     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS62.11     ,CCC000057478,Microsoft PowerPoint                                                ,051400,D,B,1.5,1.5,N,C,N,Y,N,Y,Y,Y,CS62.11     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS63.1A     ,CCC000045479,"Microsoft Access, Part 1                                            ",051400,D,B,1.5,1.5,N,C,N,Y,N,Y,Y,Y,CS63.1A     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS70.1      ,CCC000577289,Photoshop 1: Fundamental Skills                                     ,061460,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS70.1      ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS70.12     ,CCC000577287,Photoshop Advanced Concepts                                         ,061460,D,B,4,4,N,C,N,Y,N,Y,Y,Y,CS70.12     ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS70.2      ,CCC000577288,Photoshop 2: Incredible Images                                      ,061460,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS70.2      ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS70.3      ,CCC000651149,Photoshop for Profit                                                ,061460,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS70.3      ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS701       ,CCC000573456,Computer Studies Survey                                             ,070100,N,C,0,0,N,C,N,L,N,Y,I,Y,CS701       ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS71.11     ,CCC000577286,Adobe Illustrator 1                                                 ,061460,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS71.11     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS72.1A     ,CCC000577285,Adobe InDesign 1                                                    ,061450,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS72.1A     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS72.1B     ,CCC000577280,Adobe InDesign 2                                                    ,061450,D,B,4,4,N,C,N,Y,N,Y,Y,Y,CS72.1B     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS74.11     ,CCC000577283,Introduction to Digital Media                                       ,061410,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS74.11     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS74.22     ,CCC000629290,Digital Video Post-Production                                       ,061410,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS74.22     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS74.33     ,CCC000643240,Introduction to Motion Graphics (RVPA)                              ,061410,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS74.33     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS742       ,CCC000654575,Introduction to Game Coding                                         ,061420,N,C,0,0,N,C,N,J,N,Y,J,A,CS742       ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS75.11     ,CCC000642943,Introduction to Adobe Character Animator                            ,061460,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS75.11     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS75.12     ,CCC000643241,Introduction to Digital 2D Animation (RVPA)                         ,061410,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS75.12     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS750A      ,CCC000650258,Web Development 1                                                   ,061430,N,C,0,0,N,C,N,J,N,Y,J,Y,CS750A      ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS750B      ,CCC000650259,Web Development 2                                                   ,061430,N,C,0,0,N,C,N,J,N,Y,J,Y,CS750B      ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS750C      ,CCC000650260,Web Development 3 - JavaScript                                      ,061430,N,C,0,0,N,C,N,J,N,Y,J,Y,CS750C      ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS76.11     ,CCC000582890,Drone Piloting and Imaging                                          ,061460,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS76.11     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS77.11     ,CCC000636384,Introduction to Virtual Production                                  ,061410,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS77.11     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS77.12     ,CCC000643242,Virtual Production 2 (RVPA)                                         ,061410,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS77.12     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS774.1     ,CCC000654577,Introduction to Digital Media                                       ,061410,N,C,0,0,N,C,N,J,N,Y,J,A,CS774.1     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS774.2     ,CCC000654578,Digital Video Post-Production                                       ,061410,N,C,0,0,N,C,N,J,N,Y,J,A,CS774.2     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS774.3     ,CCC000654579,Introduction to Motion Graphics (RVPA)                              ,061410,N,C,0,0,N,C,N,J,N,Y,J,A,CS774.3     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS775.1     ,CCC000654580,Introduction to Digital 2D Animation (RVPA)                         ,061460,N,C,0,0,N,C,N,J,N,Y,J,A,CS775.1     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS777.1     ,CCC000654581,Introduction to Virtual Production                                  ,061410,N,C,0,0,N,C,N,J,N,Y,J,A,CS777.1     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS78.1A     ,CCC000597875,Make It with 3D Printing                                            ,070200,D,B,1.5,1.5,N,C,N,Y,N,Y,Y,Y,CS78.1A     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS78.1B     ,CCC000597876,Design It for 3D Printing                                           ,070200,D,B,1.5,1.5,N,C,N,Y,N,Y,Y,Y,CS78.1B     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS8         ,CCC000643243,Foundations of Data Science                                         ,070100,D,A,4,4,N,C,N,Y,N,Y,Y,Y,CS8         ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS80.15     ,CCC000508787,IT Essentials 1: PC Hardware and Software                           ,070820,D,B,4,4,N,C,N,Y,N,Y,Y,Y,CS80.15     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS81.21     ,CCC000287198,Introduction to Linux                                               ,070800,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS81.21     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS81.41     ,CCC000622945,Programming Essentials in Python for Networking                     ,070600,D,B,4,4,N,E,N,Y,N,Y,Y,Y,CS81.41     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS81.62     ,CCC000526393,Relational Database Concepts and Structured Query Language          ,070720,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS81.62     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS82.2A     ,CCC000622947,Introduction to Networks                                            ,070800,D,B,4,4,N,C,N,Y,N,Y,Y,Y,CS82.2A     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS82.2B     ,CCC000622948,"Switching, Routing and Wireless Essentials                          ",070800,D,B,4,4,N,C,N,Y,N,Y,Y,Y,CS82.2B     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS82.2C     ,CCC000622949,"Enterprise Networking, Security, and Automation                     ",070800,D,B,4,4,N,C,N,Y,N,Y,Y,Y,CS82.2C     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS82.57     ,CCC000622950,Cybersecurity Operations                                            ,070800,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS82.57     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS82.58     ,CCC000622951,Introduction to Information Systems Security                        ,070800,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS82.58     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS82.71     ,CCC000624712,Ethical Hacking and Systems Defense                                 ,070800,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS82.71     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS84.13     ,CCC000455244,IT Support                                                          ,070820,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS84.13     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS84.21     ,CCC000577275,Management Information Systems                                      ,070730,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS84.21     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS84.26     ,CCC000624713,Project Management for IT Professionals                             ,070800,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CS84.26     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS98        ,CCC000526678,Independent Study in Computer Studies                               ,070200,D,B,3,0.5,N,C,N,Y,N,Y,Y,Y,CS98        ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CS99I       ,CCC000639771,Computer Studies Internship                                         ,070100,D,B,8,0.5,N,C,C,Y,N,Y,Y,Y,CS99I       ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CSKL312     ,CCC000578102,Writing Skills Development                                          ,150100,C,C,3.5,3.5,B,E,N,Y,N,D,Y,Y,CSKL312     ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CSKL312.1   ,CCC000575762,Sentence and Paragraph Development                                  ,150100,C,C,1,1,B,E,N,Y,N,D,Y,Y,CSKL312.1   ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CSKL312.2   ,CCC000575761,Punctuation Rules                                                   ,150100,C,C,1,1,B,E,N,Y,N,D,Y,Y,CSKL312.2   ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CSKL312.3   ,CCC000575760,Writing Style and Organization                                      ,150100,C,C,1.5,1.5,B,E,N,Y,N,D,Y,Y,CSKL312.3   ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CSKL367.1   ,CCC000576965,Basic Math Review 1                                                 ,170100,C,C,1,1,B,E,N,Y,N,D,Y,Y,CSKL367.1   ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CSKL367.2   ,CCC000575764,Basic Math Review 2                                                 ,170100,C,C,1,1,B,E,N,Y,N,D,Y,Y,CSKL367.2   ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CSKL368.1   ,CCC000468717,General Arithmetic 1                                                ,170100,C,C,2,2,B,E,N,Y,N,D,Y,Y,CSKL368.1   ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CSKL368.2   ,CCC000468718,General Arithmetic 2                                                ,170100,C,C,2,2,B,E,N,Y,N,D,Y,Y,CSKL368.2   ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CSKL372     ,CCC000340908,Pre-Algebra                                                         ,170100,C,C,3.5,3.5,B,E,N,Y,N,C,Y,Y,CSKL372     ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CSKL373     ,CCC000598714,Foundations of Mathematical Reasoning                               ,170100,C,C,3.5,3.5,B,E,N,Y,N,C,Y,Y,CSKL373     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CSKL401     ,CCC000636236,Math Review A                                                       ,493062,N,C,0,0,B,E,N,K,N,Y,C,Y,CSKL401     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CSKL402     ,CCC000636237,Math Review B                                                       ,493062,N,C,0,0,B,E,N,K,N,Y,C,Y,CSKL402     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CSKL403     ,CCC000636238,Math Review C                                                       ,493062,N,C,0,0,B,E,N,K,N,Y,C,Y,CSKL403     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CSKL51      ,CCC000639754,Discovering College Pathways                                        ,080100,D,B,3,3,N,E,N,Y,N,Y,Y,Y,CSKL51      ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CSKL700     ,CCC000637751,Academic Preparation - English I                                    ,150100,N,C,0,0,B,E,N,K,N,A,C,Y,CSKL700     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CSKL701     ,CCC000637752,Academic Preparation - English II                                   ,150100,N,C,0,0,B,E,N,K,N,A,C,Y,CSKL701     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CSKL722     ,CCC000619744,Workplace Arithmetic--Part 2                                        ,493060,N,C,0,0,B,E,N,K,N,D,C,Y,CSKL722     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CSKL731     ,CCC000636977,Basic Academic Skills & GED Prep - Lang Arts/Soc Studies I          ,493062,N,C,0,0,B,E,N,K,N,Y,C,Y,CSKL731     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CSKL732     ,CCC000636413,Basic Academic Skills  & GED Prep - Lang Arts/Soc Studies II        ,493062,N,C,0,0,B,E,N,K,N,Y,C,Y,CSKL732     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CSKL733     ,CCC000636414,Basic Academic Skills and GED Preparation III                       ,493062,N,C,0,0,B,E,N,K,N,Y,C,Y,CSKL733     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CSKL741     ,CCC000635655,Basic Academic Skills & GED Prep - Math/Science 1                   ,493062,N,C,0,0,B,E,N,K,N,Y,C,Y,CSKL741     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CSKL742     ,CCC000635656,Basic Academic Skills & GED Prep - Math/Science 2                   ,493062,N,C,0,0,B,E,N,K,N,Y,C,Y,CSKL742     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CSKL770     ,CCC000321662,Supervised Tutoring                                                 ,493009,N,C,0,0,B,E,N,L,N,Y,C,Y,CSKL770     ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CUL100.1    ,CCC000647878,Meal Prep Like a Chef                                               ,130630,C,C,0.25,0.25,N,C,N,Y,N,Y,Y,Y,CUL100.1    ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CUL100.2    ,CCC000647877,Eat More Vegetables!                                                ,130630,C,C,0.25,0.25,N,C,N,Y,N,Y,Y,Y,CUL100.2    ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CUL100.3    ,CCC000647879,Cooking for 1 or 2                                                  ,130630,C,C,0.25,0.25,N,C,N,Y,N,Y,Y,Y,CUL100.3    ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CUL100.4    ,CCC000647880,Mastering Pastry Crusts                                             ,130630,C,C,0.25,0.25,N,C,N,Y,N,Y,Y,Y,CUL100.4    ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CUL100.5    ,CCC000647881,Mastering Cake                                                      ,130630,C,C,0.25,0.25,N,C,N,Y,N,Y,Y,Y,CUL100.5    ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CUL100.6    ,CCC000647882,Mastering Artisan Bread                                             ,130630,C,C,0.25,0.25,N,C,N,Y,N,Y,Y,Y,CUL100.6    ,2,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CUL230      ,CCC000639999,Introduction to Culinary Arts                                       ,130630,D,C,1.5,1.5,N,C,N,Y,N,Y,Y,Y,CUL230      ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CUL251A     ,CCC000612842,Culinary Fundamentals 1                                             ,130630,D,C,3,3,N,C,N,Y,N,Y,Y,Y,CUL251A     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CUL251B     ,CCC000612843,Culinary Fundamentals 2                                             ,130630,D,C,3,3,N,C,N,Y,N,Y,Y,Y,CUL251B     ,1,Y,N,N
SANTA ROSA JUNIOR COLLEGE,261,257,CUL251C     ,CCC000612844,Culinary Fundamentals 3                                             ,130630,D,C,1.5,1.5,N,C,N,Y,N,Y,Y,Y,CUL251C     ,1,Y,N,N
